"fileid"	"votetitle"	"fulltitle"	"policyarea"	"docref"	"dossiercommittee"	"epref"	"legalbasis"	"reporterinfo"	"reporterid"	"date"	"votescount"	"for"	"against"	"abstain"	
"4494"	"A7-0054/2013 - Alf Svensson - § 39"	""	"Development"	""	""	"A7-0054/2013"	""	"&key=0"	""	"2013-04-16"	"701"	"600"	"91"	"10"	
"4582"	"A7-0136/2013 - Marije Cornelissen - § 37"	""	"Women’s Rights and Gender Equality"	""	""	"A7-0136/2013"	""	"&key=0"	""	"2013-05-21"	"685"	"602"	"59"	"24"	
"5185"	"B7-0387/2013 - § 4"	""	""	""	""	"B7-0387/2013"	""	"&key=0"	""	"2013-09-12"	"634"	"388"	"232"	"14"	
"4852"	"RC-B7-0334/2013 – Amendment 15"	""	""	""	""	"RC-B7-0334/2013"	""	"&key=0"	""	"2013-07-03"	"706"	"93"	"597"	"16"	
"5931"	"A7-0329/2013 - Angelika Werthmann - § 24/2"	""	"Women’s Rights and Gender Equality"	""	""	"A7-0329/2013"	""	"&key=0"	""	"2013-12-11"	"682"	"609"	"58"	"15"	
"4913"	"A7-0231/2013 – Arlene McCarthy – Amendment 1"	""	"Economic and Monetary Affairs"	""	""	"A7-0231/2013"	""	"&key=0"	""	"2013-07-03"	"706"	"620"	"66"	"20"	
"4568"	"RC-B7-0166/2013 - Résolution"	""	""	""	""	"RC-B7-0166/2013"	""	"&key=0"	""	"2013-04-18"	"41"	"41"	"0"	"0"	
"5311"	"A7-0213/2012 - Malcolm Harbour - Am 52"	""	"Internal Market and Consumer Protection"	""	""	"A7-0213/2012"	""	"&key=0"	""	"2013-10-09"	"647"	"625"	"16"	"6"	
"4746"	"B7-0271/2013 - Résolution"	""	""	""	""	"B7-0271/2013"	""	"&key=0"	""	"2013-06-12"	"672"	"528"	"114"	"30"	
"5399"	"Projet de budget général 2014 - autres sections - Am 472/1"	""	"Budgets"	""	""	""	""	"&key=0"	""	"2013-10-23"	"684"	"108"	"564"	"12"	
"4950"	"A7-0219/2013 – Andrew Duff – Amendment 1"	""	"Constitutional Affairs"	""	""	"A7-0219/2013"	""	"&key=0"	""	"2013-07-04"	"645"	"66"	"557"	"22"	
"4060"	"RC-B7-0004/2013 - § 11/2"	""	""	""	""	"RC-B7-0004/2013"	""	"&key=0"	""	"2013-01-17"	"620"	"334"	"279"	"7"	
"4856"	"RC-B7-0334/2013 – Amendment 3"	""	""	""	""	"RC-B7-0334/2013"	""	"&key=0"	""	"2013-07-03"	"706"	"103"	"589"	"14"	
"5938"	"A7-0379/2013 - Gesine Meissner - Am 21/2"	""	"Transport and Tourism"	""	""	"A7-0379/2013"	""	"&key=0"	""	"2013-12-12"	"613"	"295"	"311"	"7"	
"4283"	"B7-0080/2013 - Am 126"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"678"	"562"	"107"	"9"	
"6001"	"A7-0372/2013 - Roberto Gualtieri et Rafal Trzaskowski - § 78"	""	"Constitutional Affairs"	""	""	"A7-0372/2013"	""	"&key=0"	""	"2013-12-12"	"515"	"162"	"348"	"5"	
"4612"	"A7-0162/2013 - Mojca Kleva Kekuš - § 23"	""	"Economic and Monetary Affairs"	""	""	"A7-0162/2013"	""	"&key=0"	""	"2013-05-21"	"681"	"642"	"21"	"18"	
"5933"	"A7-0374/2013 - Cornelis de Jong - § 16/3"	""	"Internal Market and Consumer Protection"	""	""	"A7-0374/2013"	""	"&key=0"	""	"2013-12-11"	"662"	"374"	"286"	"2"	
"3990"	"A7-0369/2012 - Luigi Berlinguer - Single vote"	""	"Legal Affairs"	""	""	"A7-0369/2012"	""	"&key=0"	""	"2013-01-15"	"600"	"572"	"16"	"12"	
"4904"	"A7-0229/2013 – Rui Tavares – § 85"	""	"Civil Liberties, Justice and Home Affairs"	""	""	"A7-0229/2013"	""	"&key=0"	""	"2013-07-03"	"699"	"370"	"301"	"28"	
"4266"	"B7-0079/2013 - Am 103"	""	""	""	""	"B7-0079/2013"	""	"&key=0"	""	"2013-03-13"	"670"	"279"	"370"	"21"	
"4735"	"A7-0278/2012 - Klaus-Heiner Lehne - Résolution législative"	""	"Legal Affairs"	""	""	"A7-0278/2012"	""	"&key=0"	""	"2013-06-12"	"687"	"657"	"17"	"13"	
"4435"	"B7-0086/2013 - Am 4"	""	""	""	""	"B7-0086/2013"	""	"&key=0"	""	"2013-03-14"	"605"	"211"	"363"	"31"	
"5382"	"A7-0324/2013 - Dagmar Roth-Behrendt - Am 356"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0324/2013"	""	"&key=0"	""	"2013-10-22"	"680"	"286"	"374"	"20"	
"5388"	"A7-0306/2013 - Edite Estrela - Demande de renvoi en commission"	""	"Women’s Rights and Gender Equality"	""	""	"A7-0306/2013"	""	"&key=0"	""	"2013-10-22"	"688"	"351"	"319"	"18"	
"4084"	"A7-0008/2013 - Ulrike Rodust - Am 239"	""	"Fisheries"	""	""	"A7-0008/2013"	""	"&key=0"	""	"2013-02-06"	"673"	"327"	"323"	"23"	
"5981"	"A7-0372/2013 - Roberto Gualtieri et Rafal Trzaskowski - § 15"	""	"Constitutional Affairs"	""	""	"A7-0372/2013"	""	"&key=0"	""	"2013-12-12"	"553"	"443"	"104"	"6"	
"4546"	"A7-0091/2013 - Antonio López-Istúriz White - Vote unique"	""	"Legal Affairs"	""	""	"A7-0091/2013"	""	"&key=0"	""	"2013-04-17"	"669"	"649"	"3"	"17"	
"4914"	"A7-0231/2013 – Arlene McCarthy – Amendment 2"	""	"Economic and Monetary Affairs"	""	""	"A7-0231/2013"	""	"&key=0"	""	"2013-07-03"	"703"	"687"	"14"	"2"	
"4191"	"A7-0052/2013 - Patrice Tirolien - Résolution législative"	""	"Development"	""	""	"A7-0052/2013"	""	"&key=0"	""	"2013-03-12"	"669"	"582"	"24"	"63"	
"5205"	"A7-0220/2013 - Ana Gomes - Considérant F/2"	""	"Foreign Affairs"	""	""	"A7-0220/2013"	""	"&key=0"	""	"2013-09-12"	"621"	"445"	"163"	"13"	
"5034"	"A7-0246/2013 – Giovanni La Via – Resolution"	""	"Budgets"	""	""	"A7-0246/2013"	""	"&key=0"	""	"2013-07-04"	"600"	"559"	"25"	"16"	
"5655"	"A7-0405/2012 - Doris Pack - Résolution législative"	""	"Culture and Education"	""	""	"A7-0405/2012"	""	"&key=0"	""	"2013-11-19"	"691"	"632"	"29"	"30"	
"5392"	"A7-0314/2013 - Katarína Neveďalová - § 81"	""	"Culture and Education"	""	""	"A7-0314/2013"	""	"&key=0"	""	"2013-10-22"	"658"	"532"	"113"	"13"	
"4902"	"A7-0229/2013 – Rui Tavares – § 79"	""	"Civil Liberties, Justice and Home Affairs"	""	""	"A7-0229/2013"	""	"&key=0"	""	"2013-07-03"	"706"	"370"	"314"	"22"	
"4190"	"A7-0280/2012 - Louis Grech - Résolution législative"	""	"Internal Market and Consumer Protection"	""	""	"A7-0280/2012"	""	"&key=0"	""	"2013-03-12"	"673"	"617"	"51"	"5"	
"5005"	"B7-0327/2013 – Amendment 9"	""	""	""	""	"B7-0327/2013"	""	"&key=0"	""	"2013-07-04"	"642"	"110"	"522"	"10"	
"5315"	"A7-0038/2013 - Bernadette Vergnaud - Proposition de la Commission"	""	"Internal Market and Consumer Protection"	""	""	"A7-0038/2013"	""	"&key=0"	""	"2013-10-09"	"651"	"592"	"29"	"30"	
"5169"	"A7-0248/2013 - Marie-Thérèse Sanchez-Schmid - § 9/2"	""	"Culture and Education"	""	""	"A7-0248/2013"	""	"&key=0"	""	"2013-09-12"	"587"	"485"	"90"	"12"	
"4915"	"A7-0231/2013 – Arlene McCarthy – Recital E/1"	""	"Economic and Monetary Affairs"	""	""	"A7-0231/2013"	""	"&key=0"	""	"2013-07-03"	"700"	"631"	"57"	"12"	
"4167"	"A7-0024/2013 - Veronica Lope Fontagné - § 42/2"	""	"Employment and Social Affairs"	""	""	"A7-0024/2013"	""	"&key=0"	""	"2013-02-07"	"609"	"542"	"48"	"19"	
"4380"	"B7-0081/2013 - Am 118"	""	""	""	""	"B7-0081/2013"	""	"&key=0"	""	"2013-03-13"	"654"	"493"	"139"	"22"	
"4514"	"A7-0116/2013 - Jens Geier - Am 26"	""	"Budgetary Control"	""	""	"A7-0116/2013"	""	"&key=0"	""	"2013-04-17"	"678"	"382"	"230"	"66"	
"5300"	"A7-0276/2013 - Linda McAvan - Am 169/2"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0276/2013"	""	"&key=0"	""	"2013-10-08"	"665"	"210"	"442"	"13"	
"4151"	"A7-0032/2013 - Elisa Ferreira - § 38"	""	"Economic and Monetary Affairs"	""	""	"A7-0032/2013"	""	"&key=0"	""	"2013-02-07"	"605"	"265"	"330"	"10"	
"4800"	"A7-0147/2013 - Elmar Brok and Roberto Gualtieri - Am 15"	""	"Foreign Affairs"	""	""	"A7-0147/2013"	""	"&key=0"	""	"2013-06-13"	"614"	"84"	"508"	"22"	
"6019"	"RC-B7-0563/2013 - Résolution"	""	""	""	""	"RC-B7-0563/2013"	""	"&key=0"	""	"2013-12-12"	"52"	"44"	"4"	"4"	
"4812"	"A7-0165/2013 - Filip Kaczmarek - § 24/1"	""	"Development"	""	""	"A7-0165/2013"	""	"&key=0"	""	"2013-06-13"	"611"	"544"	"32"	"35"	
"3998"	"A7-0390/2012 - Alejandro Cercas - Annex, recommendation 14, § 6"	""	"Employment and Social Affairs"	""	""	"A7-0390/2012"	""	"&key=0"	""	"2013-01-15"	"671"	"555"	"97"	"19"	
"4433"	"A7-0035/2013 - Niki Tzavela - Résolution"	""	"Industry, Research and Energy"	""	""	"A7-0035/2013"	""	"&key=0"	""	"2013-03-14"	"609"	"377"	"195"	"37"	
"4064"	"RC-B7-0008/2013 - Am 13"	""	""	""	""	"RC-B7-0008/2013"	""	"&key=0"	""	"2013-01-17"	"619"	"94"	"503"	"22"	
"5979"	"A7-0372/2013 - Roberto Gualtieri et Rafal Trzaskowski - § 2"	""	"Constitutional Affairs"	""	""	"A7-0372/2013"	""	"&key=0"	""	"2013-12-12"	"556"	"394"	"138"	"24"	
"4407"	"B7-0082/2013 - Am 191"	""	""	""	""	"B7-0082/2013"	""	"&key=0"	""	"2013-03-13"	"626"	"19"	"595"	"12"	
"4251"	"B7-0079/2013 - Am 180"	""	""	""	""	"B7-0079/2013"	""	"&key=0"	""	"2013-03-13"	"672"	"153"	"507"	"12"	
"4289"	"B7-0080/2013 - Am 244"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"657"	"555"	"88"	"14"	
"4132"	"A7-0023/2013 - Richard Howitt - § 44"	""	"Employment and Social Affairs"	""	""	"A7-0023/2013"	""	"&key=0"	""	"2013-02-06"	"596"	"521"	"19"	"56"	
"4050"	"A7-0402/2012 - Sylvie Goulard - Am 1"	""	"Economic and Monetary Affairs"	""	""	"A7-0402/2012"	""	"&key=0"	""	"2013-01-16"	"662"	"361"	"268"	"33"	
"4920"	"A7-0231/2013 – Arlene McCarthy – Recital AK"	""	"Economic and Monetary Affairs"	""	""	"A7-0231/2013"	""	"&key=0"	""	"2013-07-03"	"699"	"598"	"84"	"17"	
"5591"	"A7-0307/2013 - Salvatore Iacolino - § 74/1"	""	"Organised crime, corruption and money laundering"	""	""	"A7-0307/2013"	""	"&key=0"	""	"2013-10-23"	"649"	"598"	"36"	"15"	
"4671"	"A7-0141/2013 - Diane Dodds - Vote unique"	""	"Fisheries"	""	""	"A7-0141/2013"	""	"&key=0"	""	"2013-06-11"	"619"	"600"	"14"	"5"	
"5108"	"A7-0279/2013 - Corinne Lepage - Am 78"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0279/2013"	""	"&key=0"	""	"2013-09-11"	"707"	"346"	"354"	"7"	
"5459"	"A7-0328/2013 - Monika Hohlmeier et Anne E. Jensen - Am 49/1"	""	"Budgets"	""	""	"A7-0328/2013"	""	"&key=0"	""	"2013-10-23"	"682"	"135"	"535"	"12"	
"4222"	"B7-0079/2013 - Am 40/1"	""	""	""	""	"B7-0079/2013"	""	"&key=0"	""	"2013-03-13"	"686"	"604"	"77"	"5"	
"5864"	"A7-0409/2013 - Ulrike Rodust - Am 1/2"	""	"Fisheries"	""	""	"A7-0409/2013"	""	"&key=0"	""	"2013-12-10"	"678"	"56"	"579"	"43"	
"4004"	"A7-0408/2012 - Charles Tannock - § 19/1"	""	"Foreign Affairs"	""	""	"A7-0408/2012"	""	"&key=0"	""	"2013-01-15"	"666"	"560"	"101"	"5"	
"4959"	"A7-0219/2013 – Andrew Duff – § 15"	""	"Constitutional Affairs"	""	""	"A7-0219/2013"	""	"&key=0"	""	"2013-07-04"	"643"	"525"	"97"	"21"	
"5288"	"A7-0276/2013 - Linda McAvan - Am 131"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0276/2013"	""	"&key=0"	""	"2013-10-08"	"677"	"207"	"453"	"17"	
"5112"	"A7-0279/2013 - Corinne Lepage - Am 177"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0279/2013"	""	"&key=0"	""	"2013-09-11"	"707"	"138"	"562"	"7"	
"4973"	"RC-B7-0258/2013 – § 21"	""	""	""	""	"RC-B7-0258/2013"	""	"&key=0"	""	"2013-07-04"	"638"	"322"	"311"	"5"	
"5582"	"A7-0307/2013 - Salvatore Iacolino - § 25"	""	"Organised crime, corruption and money laundering"	""	""	"A7-0307/2013"	""	"&key=0"	""	"2013-10-23"	"649"	"563"	"76"	"10"	
"4356"	"B7-0080/2013 - Am 360 S=414 S"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"653"	"215"	"426"	"12"	
"4028"	"A7-0221/2012 - Leonardo Domenici - Am 116"	""	"Economic and Monetary Affairs"	""	""	"A7-0221/2012"	""	"&key=0"	""	"2013-01-16"	"688"	"30"	"634"	"24"	
"5227"	"A7-0258/2013 - Thomas Händel - § 6/2"	""	"Employment and Social Affairs"	""	""	"A7-0258/2013"	""	"&key=0"	""	"2013-09-12"	"503"	"377"	"121"	"5"	
"5822"	"A7-0358/2013 - Michael Gahler - § 31/2"	""	"Foreign Affairs"	""	""	"A7-0358/2013"	""	"&key=0"	""	"2013-11-21"	"591"	"487"	"83"	"21"	
"4422"	"A7-0035/2013 - Niki Tzavela - Am 17"	""	"Industry, Research and Energy"	""	""	"A7-0035/2013"	""	"&key=0"	""	"2013-03-13"	"612"	"278"	"311"	"23"	
"4144"	"A7-0032/2013 - Elisa Ferreira - Am 18"	""	"Economic and Monetary Affairs"	""	""	"A7-0032/2013"	""	"&key=0"	""	"2013-02-07"	"612"	"274"	"308"	"30"	
"4025"	"A7-0221/2012 - Leonardo Domenici - Am 99"	""	"Economic and Monetary Affairs"	""	""	"A7-0221/2012"	""	"&key=0"	""	"2013-01-16"	"687"	"42"	"627"	"18"	
"5502"	"A7-0282/2013 - Alain Cadec - Am 438"	""	"Fisheries"	""	""	"A7-0282/2013"	""	"&key=0"	""	"2013-10-23"	"683"	"501"	"155"	"27"	
"4757"	"RC-B7-0256/2013 - Résolution"	""	""	""	""	"RC-B7-0256/2013"	""	"&key=0"	""	"2013-06-12"	"511"	"333"	"128"	"50"	
"5320"	"B7-0436/2013 - Am 3"	""	""	""	""	"B7-0436/2013"	""	"&key=0"	""	"2013-10-09"	"673"	"129"	"535"	"9"	
"5826"	"A7-0358/2013 - Michael Gahler - § 34/2"	""	"Foreign Affairs"	""	""	"A7-0358/2013"	""	"&key=0"	""	"2013-11-21"	"584"	"432"	"124"	"28"	
"4811"	"A7-0165/2013 - Filip Kaczmarek - § 21/6"	""	"Development"	""	""	"A7-0165/2013"	""	"&key=0"	""	"2013-06-13"	"600"	"547"	"34"	"19"	
"4508"	"A7-0116/2013 - Jens Geier - Am 33"	""	"Budgetary Control"	""	""	"A7-0116/2013"	""	"&key=0"	""	"2013-04-17"	"674"	"119"	"396"	"159"	
"5307"	"A7-0245/2013 - Antigoni Papadopoulou - Am 1"	""	"Women’s Rights and Gender Equality"	""	""	"A7-0245/2013"	""	"&key=0"	""	"2013-10-08"	"646"	"232"	"369"	"45"	
"4999"	"B7-0314/2013 – Amendment 5"	""	""	""	""	"B7-0314/2013"	""	"&key=0"	""	"2013-07-04"	"630"	"39"	"576"	"15"	
"5639"	"OJ - Demande du groupe Verts/ALE - Déclaration de la Commission sur le NSA"	""	""	""	""	""	""	"&key=0"	""	"2013-11-18"	"273"	"79"	"184"	"10"	
"5855"	"A7-0397/2013 - Kinga Göncz - Vote unique"	""	"Civil Liberties, Justice and Home Affairs"	""	""	"A7-0397/2013"	""	"&key=0"	""	"2013-12-10"	"502"	"430"	"34"	"38"	
"4802"	"A7-0147/2013 - Elmar Brok and Roberto Gualtieri - Recommendation"	""	"Foreign Affairs"	""	""	"A7-0147/2013"	""	"&key=0"	""	"2013-06-13"	"610"	"501"	"96"	"13"	
"5784"	"A7-0026/2013 - Raffaele Baldassarre - Résolution législative"	""	"Internal Market and Consumer Protection"	""	""	"A7-0026/2013"	""	"&key=0"	""	"2013-11-21"	"607"	"585"	"18"	"4"	
"4752"	"RC-B7-0270/2013 - § 18/2"	""	""	""	""	"RC-B7-0270/2013"	""	"&key=0"	""	"2013-06-12"	"667"	"418"	"245"	"4"	
"4606"	"A7-0162/2013 - Mojca Kleva Kekuš - § 6"	""	"Economic and Monetary Affairs"	""	""	"A7-0162/2013"	""	"&key=0"	""	"2013-05-21"	"686"	"582"	"35"	"69"	
"5042"	"B7-0315/2013 – § 65"	""	""	""	""	"B7-0315/2013"	""	"&key=0"	""	"2013-07-04"	"548"	"478"	"60"	"10"	
"4051"	"B7-0006/2013 - Am 21"	""	""	""	""	"B7-0006/2013"	""	"&key=0"	""	"2013-01-17"	"616"	"333"	"268"	"15"	
"5047"	"RC-B7-0344/2013 – Resolution"	""	""	""	""	"RC-B7-0344/2013"	""	"&key=0"	""	"2013-07-04"	"45"	"44"	"0"	"1"	
"5740"	"A7-0368/2013 - Pervenche Berès - Am 1/10"	""	"Economic and Monetary Affairs"	""	""	"A7-0368/2013"	""	"&key=0"	""	"2013-11-20"	"684"	"215"	"462"	"7"	
"5038"	"B7-0315/2013 – Amendment 1"	""	""	""	""	"B7-0315/2013"	""	"&key=0"	""	"2013-07-04"	"560"	"205"	"330"	"25"	
"5695"	"A7-0268/2013 - Jan Olbrycht - Bloc 1"	""	"Regional Development"	""	""	"A7-0268/2013"	""	"&key=0"	""	"2013-11-20"	"686"	"595"	"34"	"57"	
"5957"	"RC-B7-0557/2013 - Am 1"	""	""	""	""	"RC-B7-0557/2013"	""	"&key=0"	""	"2013-12-12"	"609"	"108"	"495"	"6"	
"4206"	"B7-0129/2013 - § 2"	""	""	""	""	"B7-0129/2013"	""	"&key=0"	""	"2013-03-13"	"576"	"553"	"8"	"15"	
"5402"	"Projet de budget général 2014 - autres sections - Am 1116"	""	"Budgets"	""	""	""	""	"&key=0"	""	"2013-10-23"	"691"	"635"	"45"	"11"	
"4177"	"A7-0024/2013 - Veronica Lope Fontagné - Annexe, recommandation 7/3"	""	"Employment and Social Affairs"	""	""	"A7-0024/2013"	""	"&key=0"	""	"2013-02-07"	"599"	"440"	"139"	"20"	
"4377"	"B7-0081/2013 - Am 81/3"	""	""	""	""	"B7-0081/2013"	""	"&key=0"	""	"2013-03-13"	"666"	"456"	"198"	"12"	
"4174"	"A7-0024/2013 - Veronica Lope Fontagné - Annexe, recommandation 5.2 /2"	""	"Employment and Social Affairs"	""	""	"A7-0024/2013"	""	"&key=0"	""	"2013-02-07"	"602"	"521"	"33"	"48"	
"5690"	"A7-0274/2013 - Lambert van Nistelrooij et Constanze Angela Krehl - Bloc 1"	""	"Regional Development"	""	""	"A7-0274/2013"	""	"&key=0"	""	"2013-11-20"	"687"	"442"	"209"	"36"	
"5940"	"A7-0379/2013 - Gesine Meissner - Am 44/2"	""	"Transport and Tourism"	""	""	"A7-0379/2013"	""	"&key=0"	""	"2013-12-12"	"625"	"518"	"103"	"4"	
"4499"	"A7-0053/2013 - Tokia Saïfi - § 28/2"	""	"International Trade"	""	""	"A7-0053/2013"	""	"&key=0"	""	"2013-04-16"	"671"	"544"	"110"	"17"	
"5456"	"A7-0328/2013 - Monika Hohlmeier et Anne E. Jensen - Am 80"	""	"Budgets"	""	""	"A7-0328/2013"	""	"&key=0"	""	"2013-10-23"	"668"	"82"	"572"	"14"	
"5767"	"A7-0350/2013 - Ashley Fox et Gerald Häfner - § 8/2"	""	"Constitutional Affairs"	""	""	"A7-0350/2013"	""	"&key=0"	""	"2013-11-20"	"668"	"453"	"200"	"15"	
"5466"	"A7-0328/2013 - Monika Hohlmeier et Anne E. Jensen - Am 58"	""	"Budgets"	""	""	"A7-0328/2013"	""	"&key=0"	""	"2013-10-23"	"687"	"263"	"412"	"12"	
"5085"	"A7-0241/2013 - Michael Cramer - Vote unique"	""	"Transport and Tourism"	""	""	"A7-0241/2013"	""	"&key=0"	""	"2013-09-10"	"670"	"607"	"57"	"6"	
"4096"	"A7-0008/2013 - Ulrike Rodust - Am 219S"	""	"Fisheries"	""	""	"A7-0008/2013"	""	"&key=0"	""	"2013-02-06"	"646"	"39"	"600"	"7"	
"5473"	"A7-0328/2013 - Monika Hohlmeier et Anne E. Jensen - Am 18"	""	"Budgets"	""	""	"A7-0328/2013"	""	"&key=0"	""	"2013-10-23"	"683"	"206"	"453"	"24"	
"4401"	"B7-0082/2013 - Am 185"	""	""	""	""	"B7-0082/2013"	""	"&key=0"	""	"2013-03-13"	"662"	"26"	"623"	"13"	
"4175"	"A7-0024/2013 - Veronica Lope Fontagné - Annexe, recommandation 7/1"	""	"Employment and Social Affairs"	""	""	"A7-0024/2013"	""	"&key=0"	""	"2013-02-07"	"605"	"489"	"106"	"10"	
"5552"	"B7-0482/2013 - § 16"	""	""	""	""	"B7-0482/2013"	""	"&key=0"	""	"2013-10-23"	"671"	"618"	"36"	"17"	
"4482"	"A7-0364/2012 - Artur Zasada - Am 287"	""	"Transport and Tourism"	""	""	"A7-0364/2012"	""	"&key=0"	""	"2013-04-16"	"710"	"618"	"78"	"14"	
"4806"	"A7-0165/2013 - Filip Kaczmarek - § 21/1"	""	"Development"	""	""	"A7-0165/2013"	""	"&key=0"	""	"2013-06-13"	"609"	"566"	"20"	"23"	
"4146"	"A7-0032/2013 - Elisa Ferreira - § 25/2"	""	"Economic and Monetary Affairs"	""	""	"A7-0032/2013"	""	"&key=0"	""	"2013-02-07"	"610"	"338"	"245"	"27"	
"4007"	"A7-0408/2012 - Charles Tannock - § 63/3"	""	"Foreign Affairs"	""	""	"A7-0408/2012"	""	"&key=0"	""	"2013-01-15"	"668"	"564"	"96"	"8"	
"4258"	"B7-0079/2013 - Am 107-120"	""	""	""	""	"B7-0079/2013"	""	"&key=0"	""	"2013-03-13"	"677"	"309"	"358"	"10"	
"5472"	"A7-0328/2013 - Monika Hohlmeier et Anne E. Jensen - Am 66"	""	"Budgets"	""	""	"A7-0328/2013"	""	"&key=0"	""	"2013-10-23"	"685"	"201"	"422"	"62"	
"4869"	"RC-B7-0334/2013 – Amendment 8"	""	""	""	""	"RC-B7-0334/2013"	""	"&key=0"	""	"2013-07-03"	"711"	"114"	"585"	"12"	
"4862"	"RC-B7-0334/2013 – § 6"	""	""	""	""	"RC-B7-0334/2013"	""	"&key=0"	""	"2013-07-03"	"703"	"513"	"149"	"41"	
"5622"	"A7-0166/2013 - Gaston Franco - Résolution législative"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0166/2013"	""	"&key=0"	""	"2013-10-24"	"574"	"472"	"81"	"21"	
"5094"	"A7-0218/2013 - Ashley Fox - § 2/2"	""	"Internal Market and Consumer Protection"	""	""	"A7-0218/2013"	""	"&key=0"	""	"2013-09-10"	"698"	"35"	"650"	"13"	
"4195"	"A7-0193/2012 - Philippe Lamberts - Résolution législative"	""	"Economic and Monetary Affairs"	""	""	"A7-0193/2012"	""	"&key=0"	""	"2013-03-12"	"678"	"613"	"24"	"41"	
"4520"	"A7-0063/2013 - Eva Ortiz Vilella - Am 12"	""	"Budgetary Control"	""	""	"A7-0063/2013"	""	"&key=0"	""	"2013-04-17"	"679"	"111"	"552"	"16"	
"5672"	"A7-0327/2012 - Holger Krahmer - Am 30"	""	"Industry, Research and Energy"	""	""	"A7-0327/2012"	""	"&key=0"	""	"2013-11-19"	"676"	"145"	"505"	"26"	
"4339"	"B7-0080/2013 - Am 309"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"673"	"424"	"236"	"13"	
"5882"	"A7-0349/2013 - Lívia Járóka - § 43"	""	"Women’s Rights and Gender Equality"	""	""	"A7-0349/2013"	""	"&key=0"	""	"2013-12-10"	"693"	"551"	"103"	"39"	
"5820"	"A7-0358/2013 - Michael Gahler - § 29"	""	"Foreign Affairs"	""	""	"A7-0358/2013"	""	"&key=0"	""	"2013-11-21"	"592"	"478"	"89"	"25"	
"5853"	"RC-B7-0499/2013 - Résolution"	""	""	""	""	"RC-B7-0499/2013"	""	"&key=0"	""	"2013-11-21"	"61"	"54"	"7"	"0"	
"4257"	"B7-0079/2013 - Am 106/1"	""	""	""	""	"B7-0079/2013"	""	"&key=0"	""	"2013-03-13"	"682"	"272"	"403"	"7"	
"5705"	"A7-0340/2013 - Evelyn Regner et Rodi Kratsa-Tsagaropoulou - Am 54"	""	"Legal Affairs"	""	""	"A7-0340/2013"	""	"&key=0"	""	"2013-11-20"	"687"	"555"	"109"	"23"	
"5186"	"B7-0387/2013 - Résolution"	""	""	""	""	"B7-0387/2013"	""	"&key=0"	""	"2013-09-12"	"630"	"546"	"34"	"50"	
"5326"	"B7-0436/2013 - Am 8"	""	""	""	""	"B7-0436/2013"	""	"&key=0"	""	"2013-10-09"	"674"	"284"	"371"	"19"	
"4832"	"A7-0165/2013 - Filip Kaczmarek - § 88"	""	"Development"	""	""	"A7-0165/2013"	""	"&key=0"	""	"2013-06-13"	"587"	"555"	"25"	"7"	
"5612"	"A7-0322/2013 - Elisa Ferreira - § 18"	""	"Economic and Monetary Affairs"	""	""	"A7-0322/2013"	""	"&key=0"	""	"2013-10-23"	"586"	"244"	"307"	"35"	
"4120"	"A7-0020/2013 - Monika Hohlmeier - Résolution"	""	"Budgets"	""	""	"A7-0020/2013"	""	"&key=0"	""	"2013-02-06"	"628"	"568"	"34"	"26"	
"4814"	"A7-0165/2013 - Filip Kaczmarek - § 24/3"	""	"Development"	""	""	"A7-0165/2013"	""	"&key=0"	""	"2013-06-13"	"600"	"413"	"144"	"43"	
"4655"	"B7-0187/2013 - Am 36"	""	""	""	""	"B7-0187/2013"	""	"&key=0"	""	"2013-05-23"	"595"	"145"	"444"	"6"	
"4960"	"A7-0219/2013 – Andrew Duff – Resolution"	""	"Constitutional Affairs"	""	""	"A7-0219/2013"	""	"&key=0"	""	"2013-07-04"	"645"	"507"	"120"	"18"	
"4917"	"A7-0231/2013 – Arlene McCarthy – Recital J/2"	""	"Economic and Monetary Affairs"	""	""	"A7-0231/2013"	""	"&key=0"	""	"2013-07-03"	"685"	"349"	"324"	"12"	
"4087"	"A7-0008/2013 - Ulrike Rodust - Am 227"	""	"Fisheries"	""	""	"A7-0008/2013"	""	"&key=0"	""	"2013-02-06"	"664"	"366"	"284"	"14"	
"5199"	"A7-0220/2013 - Ana Gomes - § 53/1"	""	"Foreign Affairs"	""	""	"A7-0220/2013"	""	"&key=0"	""	"2013-09-12"	"633"	"533"	"91"	"9"	
"4327"	"B7-0080/2013 - Am 299"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"672"	"455"	"198"	"19"	
"5035"	"A7-0247/2013 – Reimer Böge – Resolution"	""	"Budgets"	""	""	"A7-0247/2013"	""	"&key=0"	""	"2013-07-04"	"573"	"495"	"64"	"14"	
