"Vote" "Order" "X" "Date" "Title" "Procedure" "Leg.NonLeg" "Policy.Area" "RCV" "Result" "Yaes" "Nays" "Abstentions" "Period" "ALDE" "EPP_ED" "SOC" "CoalAE" "CoalAS" "CoalES"
"2554" 2555 10 10 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "+" "584" 86 8 "2007-03-01" 1 1 1 1 1 1
"2555" 2556 10 11 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "+" "339" 331 19 "2007-03-01" 1 0 1 0 1 0
"2556" 2557 10 12 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "+" "601" 68 18 "2007-03-01" 1 1 1 1 1 1
"2557" 2558 10 13 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "+" "473" 113 104 "2007-03-01" 1 1 1 1 1 1
"2558" 2559 10 1 2007-04-24 "The Commission's annual strategic p" "" "Non" "Budget" "RCV" "+" "531" 122 24 "2007-03-01" 1 1 1 1 1 1
"2559" 2560 10 1 2007-04-24 "2005 discharge: Section III " "" "Non" "Budgetary control" "RCV" "+" "567" 62 43 "2007-03-01" 1 1 1 1 1 1
"2560" 2561 10 2 2007-04-24 "2005 discharge: Section III " "" "Non" "Budgetary control" "RCV" "+" "605" 57 26 "2007-03-01" 1 1 1 1 1 1
"2561" 2562 10 1 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "614" 55 18 "2007-03-01" 1 1 1 1 1 1
"2562" 2563 10 2 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "475" 201 12 "2007-03-01" 1 1 0 1 0 0
"2563" 2564 10 3 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "457" 197 34 "2007-03-01" 1 1 0 1 0 0
"2564" 2565 10 4 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "457" 189 26 "2007-03-01" 1 1 0 1 0 0
"2565" 2566 10 5 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "416" 222 32 "2007-03-01" 1 1 0 1 0 0
"2566" 2567 10 6 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "421" 222 29 "2007-03-01" 1 1 0 1 0 0
"2567" 2568 10 7 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "438" 210 29 "2007-03-01" 1 1 0 1 0 0
"2568" 2569 10 8 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "473" 190 20 "2007-03-01" 0 1 1 0 0 1
"2569" 2570 10 9 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "458" 200 19 "2007-03-01" 0 1 1 0 0 1
"2570" 2571 10 10 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "455" 199 25 "2007-03-01" 0 1 1 0 0 1
"2571" 2572 10 11 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "447" 194 41 "2007-03-01" 1 1 0 1 0 0
"2572" 2573 10 12 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "466" 193 27 "2007-03-01" 0 1 1 0 0 1
"2573" 2574 10 13 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "462" 193 24 "2007-03-01" 1 1 0 1 0 0
"2574" 2575 10 14 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "-" "174" 473 37 "2007-03-01" 1 0 0 0 0 1
"2575" 2576 10 15 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "448" 224 11 "2007-03-01" 1 1 0 1 0 0
"2576" 2577 10 16 2007-04-24 "2005 discharge: Section I " "" "Non" "Budgetary control" "RCV" "+" "579" 66 41 "2007-03-01" 1 1 1 1 1 1
"2577" 2578 10 1 2007-04-24 "2005 discharge: Section II " "" "Non" "Budgetary control" "RCV" "+" "499" 161 23 "2007-03-01" 0 1 1 0 0 1
"2578" 2579 10 2 2007-04-24 "2005 discharge: Section II " "" "Non" "Budgetary control" "RCV" "-" "135" 517 29 "2007-03-01" 0 0 0 1 1 1
"2579" 2580 10 3 2007-04-24 "2005 discharge: Section II " "" "Non" "Budgetary control" "RCV" "-" "124" 532 30 "2007-03-01" 0 0 0 1 1 1
"2580" 2581 10 4 2007-04-24 "2005 discharge: Section II " "" "Non" "Budgetary control" "RCV" "+" "583" 68 28 "2007-03-01" 1 1 1 1 1 1
"2581" 2582 10 1 2007-04-24 "2005 discharge: Section VII " "" "Non" "Budgetary control" "RCV" "+" "516" 101 53 "2007-03-01" 1 1 1 1 1 1
"2582" 2583 10 2 2007-04-24 "2005 discharge: Section VII " "" "Non" "Budgetary control" "RCV" "-" "156" 506 4 "2007-03-01" 0 0 0 1 1 1
"2583" 2584 10 3 2007-04-24 "2005 discharge: Section VII " "" "Non" "Budgetary control" "RCV" "+" "380" 291 5 "2007-03-01" 0 1 0 0 1 0
"2584" 2585 10 4 2007-04-24 "2005 discharge: Section VII " "" "Non" "Budgetary control" "RCV" "-" "115" 552 11 "2007-03-01" 0 0 0 1 1 1
"2585" 2586 10 5 2007-04-24 "2005 discharge: Section VII " "" "Non" "Budgetary control" "RCV" "-" "149" 524 6 "2007-03-01" 0 0 0 1 1 1
"2586" 2587 10 6 2007-04-24 "2005 discharge: Section VII " "" "Non" "Budgetary control" "RCV" "-" "111" 543 10 "2007-03-01" 0 0 0 1 1 1
"2587" 2588 10 7 2007-04-24 "2005 discharge: Section VII " "" "Non" "Budgetary control" "RCV" "+" "604" 64 12 "2007-03-01" 1 1 1 1 1 1
"2588" 2589 10 1 2007-04-24 "Combating HIV/Aids within the EU an" "" "Non" "Environment & public health" "RCV" "+" "607" 6 15 "2007-03-01" 1 1 1 1 1 1
"2589" 2590 10 2 2007-04-24 "Combating HIV/Aids within the EU an" "" "Non" "Environment & public health" "RCV" "+" "570" 45 18 "2007-03-01" 1 1 1 1 1 1
"2590" 2591 10 3 2007-04-24 "Combating HIV/Aids within the EU an" "" "Non" "Environment & public health" "RCV" "+" "592" 39 4 "2007-03-01" 1 1 1 1 1 1
"2591" 2592 10 4 2007-04-24 "Combating HIV/Aids within the EU an" "" "Non" "Environment & public health" "RCV" "+" "357" 271 12 "2007-03-01" 1 0 1 0 1 0
"2592" 2593 10 5 2007-04-24 "Combating HIV/Aids within the EU an" "" "Non" "Environment & public health" "RCV" "+" "580" 42 14 "2007-03-01" 1 1 1 1 1 1
"2593" 2594 10 6 2007-04-24 "Combating HIV/Aids within the EU an" "" "Non" "Environment & public health" "RCV" "+" "603" 9 19 "2007-03-01" 1 1 1 1 1 1
"2594" 2595 10 7 2007-04-24 "Combating HIV/Aids within the EU an" "" "Non" "Environment & public health" "RCV" "+" "541" 43 15 "2007-03-01" 1 1 1 1 1 1
"2595" 2596 11 1 2007-04-25 "Common rules in the field of civil " "***II" "Leg" "Transport & tourism" "RCV" "-" "289" 371 6 "2007-03-01" 0 0 1 1 0 0
"2596" 2597 11 1 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "260" 360 17 "2007-03-01" 0 1 0 0 1 0
"2597" 2598 11 2 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "259" 357 26 "2007-03-01" 0 1 0 0 1 0
"2598" 2599 11 3 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "296" 360 17 "2007-03-01" 0 1 0 0 1 0
"2599" 2600 11 4 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "282" 355 16 "2007-03-01" 0 1 0 0 1 0
"2600" 2601 11 5 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "270" 372 22 "2007-03-01" 0 1 0 0 1 0
"2601" 2602 11 6 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "280" 372 24 "2007-03-01" 0 1 0 0 1 0
"2602" 2603 11 7 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "276" 362 22 "2007-03-01" 0 1 0 0 1 0
"2603" 2604 11 8 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "279" 376 22 "2007-03-01" 0 1 0 0 1 0
"2604" 2605 11 9 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "312" 341 21 "2007-03-01" 0 1 0 0 1 0
"2605" 2606 11 10 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "298" 363 20 "2007-03-01" 0 1 0 0 1 0
"2606" 2607 11 11 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "299" 360 21 "2007-03-01" 0 1 0 0 1 0
"2607" 2608 11 12 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "292" 365 21 "2007-03-01" 0 1 0 0 1 0
"2608" 2609 11 13 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "314" 350 12 "2007-03-01" 0 1 0 0 1 0
"2609" 2610 11 14 2007-04-25 "Advanced therapy medicinal products" "***I" "Leg" "Environment & public health" "RCV" "-" "289" 375 13 "2007-03-01" 0 1 0 0 1 0
"2610" 2611 11 1 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "-" "197" 452 11 "2007-03-01" 0 0 0 1 1 1
"2611" 2612 11 2 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "-" "242" 408 20 "2007-03-01" 1 0 0 0 0 1
"2612" 2613 11 3 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "-" "217" 372 19 "2007-03-01" 1 0 0 0 0 1
"2613" 2614 11 4 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "-" "159" 465 15 "2007-03-01" 0 0 0 1 1 1
"2614" 2615 11 5 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "-" "223" 406 23 "2007-03-01" 1 0 0 0 0 1
"2615" 2616 11 6 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "-" "217" 419 23 "2007-03-01" 1 0 0 0 0 1
"2616" 2617 11 7 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "+" "391" 261 24 "2007-03-01" 0 1 1 0 0 1
"2617" 2618 11 8 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "+" "494" 51 20 "2007-03-01" 1 1 1 1 1 1
"2618" 2619 11 9 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "+" "480" 180 22 "2007-03-01" 0 1 1 0 0 1
"2619" 2620 11 10 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "+" "449" 208 20 "2007-03-01" 0 1 1 0 0 1
"2620" 2621 11 11 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "+" "549" 93 40 "2007-03-01" 1 1 1 1 1 1
"2621" 2622 11 12 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "+" "549" 101 20 "2007-03-01" 1 1 1 1 1 1
"2622" 2623 11 13 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "-" "234" 391 30 "2007-03-01" 0 0 0 1 1 1
"2623" 2624 11 14 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "+" "637" 26 14 "2007-03-01" 1 1 1 1 1 1
"2624" 2625 11 15 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "-" "180" 476 28 "2007-03-01" 0 0 0 1 1 1
"2625" 2626 11 16 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "-" "123" 541 15 "2007-03-01" 0 0 0 1 1 1
"2626" 2627 11 17 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "-" "139" 513 19 "2007-03-01" 0 0 0 1 1 1
"2627" 2628 11 18 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "+" "379" 270 24 "2007-03-01" 0 1 1 0 0 1
"2628" 2629 11 19 2007-04-25 "Enforcement of intellectual propert" "***I" "Leg" "Juridical affairs" "RCV" "+" "374" 278 17 "2007-03-01" 0 1 1 0 0 1
"2629" 2630 11 1 2007-04-25 "Monitoring, control and information" "***I" "Leg" "Transport & tourism" "RCV" "+" "364" 274 10 "2007-03-01" 1 0 1 0 1 0
"2630" 2631 11 1 2007-04-25 "Investigation of accidents " "***I" "Leg" "Transport & tourism" "RCV" "+" "431" 235 3 "2007-03-01" 1 1 0 1 0 0
"2631" 2632 11 1 2007-04-25 "Liability of carriers of passengers" "***I" "Leg" "Transport & tourism" "RCV" "+" "338" 323 9 "2007-03-01" 0 1 0 0 1 0
"2632" 2633 11 2 2007-04-25 "Liability of carriers of passengers" "***I" "Leg" "Transport & tourism" "RCV" "+" "337" 324 12 "2007-03-01" 0 1 0 0 1 0
"2633" 2634 11 3 2007-04-25 "Liability of carriers of passengers" "***I" "Leg" "Transport & tourism" "RCV" "+" "336" 323 6 "2007-03-01" 0 1 0 0 1 0
"2634" 2635 11 4 2007-04-25 "Liability of carriers of passengers" "***I" "Leg" "Transport & tourism" "RCV" "+" "333" 316 9 "2007-03-01" 0 1 0 0 1 0
"2635" 2636 11 5 2007-04-25 "Liability of carriers of passengers" "***I" "Leg" "Transport & tourism" "RCV" "+" "338" 326 7 "2007-03-01" 0 1 0 0 1 0
"2636" 2637 11 6 2007-04-25 "Liability of carriers of passengers" "***I" "Leg" "Transport & tourism" "RCV" "+" "336" 320 9 "2007-03-01" 0 1 0 0 1 0
"2637" 2638 11 1 2007-04-25 "Damages actions for breach of compe" "" "Non" "Economics" "RCV" "-" "274" 338 5 "2007-03-01" 0 1 0 0 1 0
"2638" 2639 11 2 2007-04-25 "Damages actions for breach of compe" "" "Non" "Economics" "RCV" "-" "280" 344 7 "2007-03-01" 0 1 0 0 1 0
"2639" 2640 11 3 2007-04-25 "Damages actions for breach of compe" "" "Non" "Economics" "RCV" "+" "357" 254 19 "2007-03-01" 1 0 1 0 1 0
"2640" 2641 11 4 2007-04-25 "Damages actions for breach of compe" "" "Non" "Economics" "RCV" "-" "261" 357 12 "2007-03-01" 0 1 0 0 1 0
"2641" 2642 11 5 2007-04-25 "Damages actions for breach of compe" "" "Non" "Economics" "RCV" "-" "239" 369 11 "2007-03-01" 0 1 0 0 1 0
"2642" 2643 11 6 2007-04-25 "Damages actions for breach of compe" "" "Non" "Economics" "RCV" "+" "313" 286 8 "2007-03-01" 1 0 1 0 1 0
"2643" 2644 11 1 2007-04-25 "Thematic Strategy on the sustainabl" "" "Non" "Environment & public health" "RCV" "-" "154" 443 7 "2007-03-01" 1 0 0 0 0 1
"2644" 2645 11 2 2007-04-25 "Thematic Strategy on the sustainabl" "" "Non" "Environment & public health" "RCV" "+" "355" 244 12 "2007-03-01" 0 1 0 0 1 0
"2645" 2646 11 1 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "-" "192" 282 132 "2007-03-01" 1 0 1 0 1 0
"2646" 2647 11 2 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "-" "102" 307 186 "2007-03-01" 0 0 1 1 0 0
"2647" 2648 11 3 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "+" "547" 69 6 "2007-03-01" 1 1 1 1 1 1
"2648" 2649 11 4 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "+" "330" 270 6 "2007-03-01" 1 0 1 0 1 0
"2649" 2650 11 5 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "-" "288" 325 8 "2007-03-01" 0 1 0 0 1 0
"2650" 2651 11 6 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "-" "83" 509 21 "2007-03-01" 0 0 0 1 1 1
"2651" 2652 11 7 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "-" "96" 472 27 "2007-03-01" 0 0 0 1 1 1
"2652" 2653 11 8 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "+" "333" 251 31 "2007-03-01" 1 0 1 0 1 0
"2653" 2654 11 9 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "-" "133" 337 137 "2007-03-01" 0 0 1 1 0 0
"2654" 2655 11 10 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "-" "120" 443 29 "2007-03-01" 0 0 0 1 1 1
"2655" 2656 11 11 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "-" "105" 454 39 "2007-03-01" 0 0 0 1 1 1
"2656" 2657 11 12 2007-04-25 "Transatlantic relations " "" "Non" "Foreign & security policy" "RCV" "+" "332" 259 15 "2007-03-01" 1 0 1 0 1 0
"2657" 2658 11 1 2007-04-25 "Progress report on Croatia " "" "Non" "Foreign & security policy" "RCV" "+" "513" 21 8 "2007-03-01" 1 1 1 1 1 1
"2658" 2659 11 2 2007-04-25 "Progress report on Croatia " "" "Non" "Foreign & security policy" "RCV" "+" "445" 55 7 "2007-03-01" 1 1 1 1 1 1
"2659" 2660 11 3 2007-04-25 "Progress report on Croatia " "" "Non" "Foreign & security policy" "RCV" "+" "453" 54 5 "2007-03-01" 1 1 1 1 1 1
"2660" 2661 12 1 2007-04-26 "Inadmissibility motion (Rule 167) -" "" "Non" "Civil liberties, justice & home affairs" "" "-" "103" 210 2 "2007-03-01" 0 1 0 0 1 0
"2661" 2662 12 1 2007-04-26 "Rapid Border Intervention Teams" "***I" "Leg" "Civil liberties, justice & home affairs" "RCV" "+" "526" 63 28 "2007-03-01" 1 1 1 1 1 1
"2662" 2663 12 1 2007-04-26 "Sustainable exploitation of fisheri" "*" "Leg" "Fisheries" "RCV" "+" "572" 35 10 "2007-03-01" 1 1 1 1 1 1
"2663" 2664 12 1 2007-04-26 "Human rights in the world 2006 and " "" "Non" "Foreign & security policy" "RCV" "+" "315" 251 50 "2007-03-01" 1 0 1 0 1 0
"2664" 2665 12 2 2007-04-26 "Human rights in the world 2006 and " "" "Non" "Foreign & security policy" "RCV" "+" "575" 32 10 "2007-03-01" 1 1 1 1 1 1
"2665" 2666 12 3 2007-04-26 "Human rights in the world 2006 and " "" "Non" "Foreign & security policy" "RCV" "-" "89" 520 9 "2007-03-01" 1 0 0 0 0 1
"2666" 2667 12 4 2007-04-26 "Human rights in the world 2006 and " "" "Non" "Foreign & security policy" "RCV" "+" "327" 281 5 "2007-03-01" 1 0 1 0 1 0
"2667" 2668 12 5 2007-04-26 "Human rights in the world 2006 and " "" "Non" "Foreign & security policy" "RCV" "+" "333" 233 40 "2007-03-01" 1 0 1 0 1 0
"2668" 2669 12 6 2007-04-26 "Human rights in the world 2006 and " "" "Non" "Foreign & security policy" "RCV" "+" "524" 45 53 "2007-03-01" 1 1 1 1 1 1
"2669" 2670 12 1 2007-04-26 "Homophobia in Europe" "" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "325" 124 150 "2007-03-01" 1 0 1 0 1 0
"2670" 2671 12 1 2007-04-26 "Public finances in EMU - 2006" "" "Non" "Economics" "RCV" "-" "204" 344 42 "2007-03-01" 0 0 1 1 0 0
"2671" 2672 12 1 2007-04-26 "Public finances in EMU - 2007" "" "Non" "Economics" "RCV" "-" "278" 283 7 "2007-03-01" 0 0 1 1 0 0
"2672" 2673 12 1 2007-04-26 "Public finances in EMU - 2008" "" "Non" "Economics" "RCV" "-" "212" 335 35 "2007-03-01" 0 1 0 0 1 0
"2673" 2674 12 1 2007-04-26 "Public finances in EMU - 2009" "" "Non" "Economics" "RCV" "+" "277" 142 130 "2007-03-01" 1 1 0 1 0 0
"2674" 2675 12 1 2007-04-26 "Recent repression of demonstrations" "" "Non" "Foreign & security policy" "RCV" "+" "65" 0 2 "2007-03-01" 1 1 1 1 1 1
"2675" 2676 12 1 2007-04-26 "Human rights situation in the Phili" "" "Non" "Foreign & security policy" "RCV" "-" "29" 41 0 "2007-03-01" 1 0 1 0 1 0
"2676" 2677 12 2 2007-04-26 "Human rights situation in the Phili" "" "Non" "Foreign & security policy" "RCV" "+" "68" 0 0 "2007-03-01" 1 1 1 1 1 1
"2677" 2678 12 1 2007-04-26 "Zimbabwe" "" "Non" "Foreign & security policy" "RCV" "+" "68" 1 1 "2007-03-01" 1 1 1 1 1 1
"2678" 2679 13 1 2007-05-09 "Change to the Agenda" "" "Non" "Internal regulations of the EP" "RCV" "+" "72" 64 2 "2007-03-01" 0 0 1 1 0 0
"2679" 2680 14 1 2007-05-10 "Simplification of Community legisla" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "434" 5 10 "2007-03-01" 1 1 1 1 1 1
"2680" 2681 14 1 2007-05-10 "Public passenger transport services" "***II" "Leg" "Transport & tourism" "RCV" "-" "173" 424 16 "2007-03-01" 1 0 0 0 0 1
"2681" 2682 14 2 2007-05-10 "Public passenger transport services" "***II" "Leg" "Transport & tourism" "RCV" "-" "163" 450 13 "2007-03-01" 1 0 0 0 0 1
"2682" 2683 14 3 2007-05-10 "Public passenger transport services" "***II" "Leg" "Transport & tourism" "RCV" "-" "181" 430 10 "2007-03-01" 1 0 0 0 0 1
"2683" 2684 14 4 2007-05-10 "Public passenger transport services" "***II" "Leg" "Transport & tourism" "RCV" "-" "136" 497 6 "2007-03-01" 0 0 0 1 1 1
"2684" 2685 14 5 2007-05-10 "Public passenger transport services" "***II" "Leg" "Transport & tourism" "RCV" "-" "128" 507 6 "2007-03-01" 0 0 0 1 1 1
"2685" 2686 14 6 2007-05-10 "Public passenger transport services" "***II" "Leg" "Transport & tourism" "RCV" "-" "108" 525 6 "2007-03-01" 0 0 0 1 1 1
"2686" 2687 14 7 2007-05-10 "Public passenger transport services" "***II" "Leg" "Transport & tourism" "RCV" "+" "602" 16 12 "2007-03-01" 1 1 1 1 1 1
"2687" 2688 14 1 2007-05-10 "Preparation for the EU-Russia summi" "" "Non" "Foreign & security policy" "RCV" "-" "153" 456 19 "2007-03-01" 1 0 0 0 0 1
"2688" 2689 14 2 2007-05-10 "Preparation for the EU-Russia summi" "" "Non" "Foreign & security policy" "RCV" "-" "194" 408 30 "2007-03-01" 1 0 0 0 0 1
"2689" 2690 14 3 2007-05-10 "Preparation for the EU-Russia summi" "" "Non" "Foreign & security policy" "RCV" "-" "160" 443 37 "2007-03-01" 1 0 0 0 0 1
"2690" 2691 14 4 2007-05-10 "Preparation for the EU-Russia summi" "" "Non" "Foreign & security policy" "RCV" "+" "345" 249 43 "2007-03-01" 1 1 0 1 0 0
"2691" 2692 14 5 2007-05-10 "Preparation for the EU-Russia summi" "" "Non" "Foreign & security policy" "RCV" "-" "161" 445 28 "2007-03-01" 1 0 0 0 0 1
"2692" 2693 14 1 2007-05-10 "EU strategy for reform in the Arab " "" "Non" "Foreign & security policy" "RCV" "+" "550" 64 21 "2007-03-01" 1 1 1 1 1 1
"2693" 2694 14 2 2007-05-10 "EU strategy for reform in the Arab " "" "Non" "Foreign & security policy" "RCV" "+" "523" 57 61 "2007-03-01" 1 1 1 1 1 1
"2694" 2695 14 3 2007-05-10 "EU strategy for reform in the Arab " "" "Non" "Foreign & security policy" "RCV" "+" "382" 222 33 "2007-03-01" 1 1 0 1 0 0
"2695" 2696 14 1 2007-05-10 "Assessing Euratom" "" "Non" "Industry, research & energy" "RCV" "-" "179" 405 34 "2007-03-01" 0 0 1 1 0 0
"2696" 2697 14 2 2007-05-10 "Assessing Euratom" "" "Non" "Industry, research & energy" "RCV" "+" "308" 299 15 "2007-03-01" 1 0 1 0 1 0
"2697" 2698 14 3 2007-05-10 "Assessing Euratom" "" "Non" "Industry, research & energy" "RCV" "+" "363" 206 50 "2007-03-01" 1 1 0 1 0 0
"2698" 2699 14 4 2007-05-10 "Assessing Euratom" "" "Non" "Industry, research & energy" "RCV" "+" "321" 267 33 "2007-03-01" 1 1 0 1 0 0
"2699" 2700 14 5 2007-05-10 "Assessing Euratom" "" "Non" "Industry, research & energy" "RCV" "+" "406" 175 44 "2007-03-01" 1 1 1 1 1 1
"2700" 2701 14 1 2007-05-10 "Environmental protection from radia" "" "Non" "Petitions" "RCV" "-" "72" 522 14 "2007-03-01" 0 0 0 1 1 1
"2701" 2702 14 2 2007-05-10 "Environmental protection from radia" "" "Non" "Petitions" "RCV" "+" "544" 29 40 "2007-03-01" 1 1 1 1 1 1
